564.4444264,3.22,0.113886692,0.803921569,1
564.4444264,2.82,0.428904251,2.89,1.5
564.4444264,2.82,0.335406092,2.26,1.44
181.4285656,2.82,0.179575828,0.870503597,1.7
181.4285656,2.82,0.121696016,0.589928058,1.28
564.4444264,2.76,0.084007981,0.56,0.84
564.4444264,2.76,0.304528932,2.03,1.42
564.4444264,2.62,0.555832092,3.61,1.64
564.4444264,2.62,0.828359185,5.38,1.96
564.4444264,2.62,0.635896549,4.13,1.78
564.4444264,2.62,0.72211981,4.69,1.74
181.4285656,2.5,0.299481954,1.386861314,1.12
181.4285656,2.5,0.383021657,1.773722628,1.66
181.4285656,2.5,0.542219959,2.510948905,1.64
181.4285656,2.5,0.625759663,2.897810219,1.5
181.4285656,2.5,0.707723145,3.277372263,1.64
181.4285656,2.5,0.786534185,3.642335766,1.7
181.4285656,1.96,0.888299816,3.78030303,1.7
181.4285656,1.96,1.027152292,4.371212121,1.72
181.4285656,1.96,1.08055709,4.598484848,1.74
181.4285656,1.96,1.162444448,4.946969697,1.84
181.4285656,1.96,1.260353245,5.363636364,1.94
564.4444264,1.32,0.39045645,1.956521739,1.18
564.4444264,1.32,0.51193179,2.565217391,1.42
30.35807903,1.75502008,0.062538198,0.564102564,0.578313253
30.35807903,1.75502008,0.091319982,0.823717949,1.508032129
126.491996,1.75502008,0.049035633,0.846625767,1.441767068
505.9679838,1.75502008,0.033756414,0.989583333,1.086345382
30.35807903,1.75502008,0.062893529,0.567307692,0.624497992
30.35807903,1.75502008,0.06893415,0.621794872,0.84939759
63.24599798,1.75502008,0.049746294,0.598290598,0.78313253
126.491996,1.75502008,0.036243728,0.625766871,0.710843373
63.24599798,1.75502008,0.056852907,0.683760684,0.941767068
126.491996,1.75502008,0.039797035,0.687116564,1.144578313
30.35807903,1.75502008,0.083147377,0.75,1.738955823
126.491996,1.75502008,0.062893529,1.085889571,1.317269076
30.41903903,1.753507014,0.083052351,0.75,1.775551102
63.37299797,1.753507014,0.063176575,0.760683761,1.643286573
126.7459959,1.753507014,0.048979592,0.846625767,1.513026052
126.7459959,1.753507014,0.039751553,0.687116564,1.446893788
63.37299797,1.753507014,0.049689441,0.598290598,0.855711423
